Name,Age,Overall,Club,Position,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,Acceleration,SprintSpeed,ShotPower,Stamina,Strength,LongShots,Interceptions,Positioning,Penalties,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
M. Hairston,27,66,Columbus Crew,RDM,55.0,67.0,63.0,59.0,67.0,73.0,78.0,60.0,81.0,66.0,53.0,64.0,60.0,40.0,64.0,62.0,67.0,63.0
B. Srarfi,24,67,SV Zulte Waregem,LM,68.0,66.0,72.0,60.0,70.0,76.0,70.0,68.0,55.0,62.0,63.0,55.0,60.0,66.0,58.0,53.0,69.0,38.0
S. Clare,24,64,Charlton Athletic,SUB,62.0,63.0,65.0,62.0,64.0,73.0,72.0,63.0,71.0,76.0,63.0,60.0,60.0,70.0,62.0,61.0,66.0,61.0
21 Ukra,32,68,Santa Clara,SUB,60.0,70.0,75.0,68.0,70.0,68.0,68.0,71.0,65.0,60.0,65.0,30.0,68.0,71.0,22.0,25.0,69.0,50.0
21 S. Mandíquez,31,80,,ST,48.0,69.0,75.0,40.0,76.0,78.0,81.0,86.0,68.0,91.0,70.0,33.0,82.0,62.0,23.0,13.0,80.0,18.0
21 N. Yeri,28,65,Club Atlético Aldosivi,SUB,65.0,68.0,65.0,64.0,67.0,69.0,69.0,61.0,78.0,72.0,59.0,62.0,65.0,51.0,65.0,65.0,67.0,65.0
C. Butcher,30,64,Dundee United,CDM,45.0,68.0,61.0,64.0,65.0,55.0,54.0,69.0,77.0,78.0,61.0,62.0,58.0,48.0,67.0,65.0,68.0,63.0
C. Arrieta,25,69,América de Cali,SUB,64.0,65.0,60.0,61.0,62.0,90.0,86.0,55.0,91.0,67.0,50.0,63.0,65.0,41.0,59.0,64.0,70.0,62.0
21 Hilton,42,75,Montpellier Hérault SC,RCB,60.0,72.0,64.0,72.0,71.0,32.0,33.0,55.0,50.0,75.0,58.0,79.0,50.0,64.0,78.0,74.0,75.0,78.0
S. Di Carmine,31,72,Hellas Verona,SUB,45.0,62.0,73.0,42.0,72.0,68.0,64.0,77.0,65.0,85.0,65.0,42.0,73.0,75.0,21.0,17.0,72.0,42.0
D. Bojanić,26,68,Hammarby IF,LCM,78.0,77.0,66.0,76.0,67.0,52.0,38.0,71.0,59.0,69.0,67.0,59.0,59.0,57.0,58.0,55.0,70.0,56.0
J. Jantscher,32,70,SK Sturm Graz,LS,71.0,70.0,67.0,68.0,69.0,67.0,65.0,74.0,72.0,64.0,70.0,35.0,74.0,67.0,31.0,25.0,70.0,40.0
D. Batty,23,66,Fleetwood Town,SUB,53.0,68.0,64.0,66.0,66.0,68.0,65.0,61.0,74.0,64.0,59.0,62.0,62.0,50.0,68.0,63.0,68.0,63.0
J. Furch,31,76,Club Atlas,ST,51.0,69.0,68.0,57.0,75.0,55.0,52.0,79.0,73.0,88.0,72.0,46.0,81.0,64.0,25.0,27.0,76.0,39.0
C. Molinaro,37,69,Venezia FC,LB,71.0,65.0,67.0,60.0,62.0,57.0,62.0,69.0,59.0,61.0,56.0,73.0,62.0,61.0,70.0,70.0,69.0,72.0
A. Ait El Hadj,19,69,RSC Anderlecht,RM,63.0,73.0,76.0,68.0,76.0,78.0,69.0,66.0,83.0,53.0,56.0,44.0,57.0,36.0,48.0,38.0,72.0,46.0
J. Ward,31,74,Crystal Palace,RB,73.0,70.0,64.0,69.0,69.0,52.0,55.0,64.0,69.0,71.0,59.0,78.0,64.0,40.0,76.0,77.0,74.0,77.0
M. Clark,25,67,Fleetwood Town,LWB,68.0,64.0,64.0,65.0,63.0,71.0,72.0,54.0,66.0,68.0,55.0,64.0,57.0,51.0,66.0,65.0,67.0,64.0
Bruno Fuchs,22,72,PFC CSKA Moscow,SUB,55.0,72.0,66.0,74.0,68.0,66.0,74.0,67.0,71.0,75.0,65.0,72.0,45.0,42.0,73.0,69.0,74.0,75.0
C. Montes,24,75,CF Monterrey ,LCB,41.0,72.0,59.0,73.0,69.0,55.0,64.0,55.0,77.0,75.0,35.0,75.0,59.0,48.0,74.0,73.0,77.0,77.0
Luis Pérez,26,73,Real Valladolid CF,RWB,65.0,63.0,68.0,50.0,61.0,78.0,83.0,51.0,87.0,69.0,45.0,74.0,52.0,44.0,73.0,70.0,73.0,65.0
Juan Alano,24,69,Kashima Antlers,RM,67.0,66.0,64.0,65.0,66.0,70.0,76.0,67.0,80.0,67.0,65.0,45.0,70.0,52.0,51.0,49.0,70.0,34.0
A. Le Fondre,34,70,Sydney FC,LS,65.0,63.0,67.0,51.0,70.0,67.0,62.0,73.0,82.0,68.0,63.0,34.0,73.0,85.0,25.0,23.0,70.0,24.0
K. Malinov,27,70,Oud-Heverlee Leuven,RCM,49.0,69.0,56.0,66.0,65.0,74.0,72.0,71.0,84.0,67.0,62.0,69.0,57.0,54.0,70.0,71.0,71.0,68.0
Vadillo,26,72,RCD Espanyol de Barcelona,RES,70.0,66.0,76.0,61.0,75.0,84.0,83.0,76.0,63.0,50.0,67.0,39.0,68.0,70.0,26.0,25.0,72.0,35.0
S. Jung,31,68,Karlsruher SC,SUB,71.0,67.0,66.0,66.0,69.0,66.0,70.0,72.0,57.0,63.0,54.0,69.0,54.0,44.0,66.0,66.0,68.0,70.0
21 E. Hallfreðsson,36,67,,SUB,65.0,69.0,65.0,67.0,67.0,52.0,48.0,74.0,48.0,72.0,65.0,65.0,59.0,65.0,68.0,65.0,67.0,69.0
L. Brown,30,65,Portsmouth,LB,60.0,62.0,58.0,59.0,60.0,67.0,66.0,70.0,82.0,78.0,55.0,58.0,49.0,65.0,64.0,62.0,65.0,64.0
20 Tito,33,71,Rayo Vallecano,SUB,75.0,70.0,65.0,67.0,69.0,68.0,69.0,59.0,72.0,65.0,36.0,72.0,48.0,44.0,72.0,73.0,71.0,66.0
M. Pepić,25,64,FC Würzburger Kickers,LCM,57.0,62.0,72.0,63.0,68.0,67.0,67.0,61.0,81.0,59.0,53.0,63.0,59.0,48.0,59.0,58.0,67.0,62.0
Meseguer,22,67,CD Mirandés,RCM,60.0,71.0,68.0,67.0,73.0,64.0,66.0,61.0,73.0,66.0,48.0,64.0,46.0,57.0,67.0,64.0,69.0,59.0
Yu Dabao,33,64,Beijing Guoan FC,RCB,50.0,62.0,55.0,57.0,63.0,66.0,68.0,68.0,77.0,79.0,56.0,61.0,66.0,55.0,63.0,58.0,64.0,58.0
J. Julio,22,68,LDU Quito,LW,57.0,67.0,67.0,61.0,65.0,78.0,78.0,70.0,72.0,65.0,58.0,51.0,69.0,51.0,57.0,56.0,69.0,44.0
S. Brown,36,71,Aberdeen,LCM,53.0,71.0,65.0,64.0,71.0,37.0,34.0,74.0,72.0,73.0,59.0,72.0,47.0,65.0,72.0,70.0,71.0,74.0
G. Bussmann,30,68,FC Erzgebirge Aue,LCB,66.0,61.0,61.0,60.0,63.0,65.0,62.0,73.0,67.0,77.0,62.0,71.0,51.0,39.0,65.0,68.0,68.0,65.0
B. Caicedo,29,70,Independiente del Valle,CB,70.0,62.0,58.0,56.0,64.0,86.0,88.0,42.0,71.0,71.0,46.0,68.0,60.0,49.0,63.0,62.0,70.0,67.0
L. Reyes,30,70,Club Atlas,LWB,70.0,65.0,67.0,60.0,69.0,71.0,74.0,64.0,80.0,57.0,60.0,65.0,61.0,48.0,66.0,67.0,70.0,66.0
J. Tanganga,22,74,Tottenham Hotspur,SUB,65.0,69.0,70.0,54.0,68.0,74.0,79.0,52.0,68.0,80.0,20.0,75.0,47.0,45.0,76.0,72.0,77.0,72.0
O. Lee,29,65,Gillingham,CAM,65.0,65.0,65.0,65.0,67.0,62.0,63.0,68.0,71.0,67.0,65.0,54.0,66.0,53.0,52.0,46.0,65.0,53.0
B. Wiredu,21,63,Colchester United,RDM,54.0,65.0,63.0,60.0,61.0,79.0,78.0,55.0,85.0,74.0,58.0,62.0,62.0,46.0,64.0,64.0,68.0,63.0
21 G. Notsuda,26,67,Sanfrecce Hiroshima,SUB,61.0,68.0,67.0,60.0,70.0,76.0,71.0,68.0,83.0,70.0,63.0,52.0,68.0,43.0,58.0,58.0,70.0,53.0
Oh Beom Seok,36,65,Pohang Steelers,RES,65.0,65.0,58.0,63.0,61.0,65.0,65.0,65.0,61.0,69.0,61.0,61.0,57.0,67.0,69.0,64.0,65.0,62.0
M. Edwards,22,76,Vitória de Guimarães,LW,67.0,72.0,84.0,59.0,81.0,88.0,82.0,67.0,70.0,35.0,65.0,30.0,73.0,58.0,32.0,24.0,77.0,38.0
G. Masouras,24,68,Sparta Rotterdam,SUB,63.0,62.0,65.0,61.0,60.0,91.0,91.0,60.0,80.0,62.0,55.0,60.0,65.0,60.0,64.0,62.0,69.0,59.0
G. Cooper,24,65,Plymouth Argyle,SUB,68.0,62.0,68.0,63.0,62.0,77.0,78.0,67.0,70.0,58.0,63.0,57.0,60.0,43.0,60.0,57.0,68.0,58.0
R. Feltscher,30,68,MSV Duisburg,RB,69.0,67.0,61.0,60.0,63.0,56.0,61.0,60.0,77.0,83.0,56.0,70.0,58.0,39.0,67.0,65.0,68.0,64.0
B. Jatta,23,72,Hamburger SV,RW,70.0,67.0,75.0,54.0,67.0,84.0,87.0,77.0,80.0,78.0,64.0,30.0,74.0,61.0,43.0,35.0,73.0,33.0
Felipe,32,84,Atlético de Madrid,SUB,45.0,73.0,57.0,69.0,64.0,55.0,66.0,46.0,68.0,90.0,41.0,85.0,34.0,47.0,85.0,82.0,84.0,86.0
J. Lindstrøm,21,71,Eintracht Frankfurt,SUB,58.0,71.0,71.0,66.0,72.0,83.0,79.0,64.0,70.0,51.0,65.0,40.0,70.0,46.0,55.0,49.0,73.0,41.0
20 J. Ward,33,64,Scunthorpe United,SUB,61.0,62.0,65.0,56.0,66.0,71.0,68.0,70.0,70.0,31.0,64.0,48.0,65.0,67.0,34.0,29.0,66.0,55.0
21 R. Fanni,38,70,Club de Foot Montréal,LCB,66.0,70.0,66.0,66.0,65.0,52.0,52.0,67.0,49.0,77.0,58.0,68.0,53.0,57.0,70.0,67.0,70.0,72.0
19 Momo,35,68,Unión Deportiva Las Palmas,SUB,75.0,74.0,72.0,70.0,72.0,63.0,56.0,64.0,49.0,64.0,65.0,55.0,59.0,79.0,48.0,44.0,68.0,
Mingueza,22,75,FC Barcelona,SUB,68.0,76.0,59.0,69.0,69.0,74.0,82.0,61.0,80.0,73.0,35.0,77.0,44.0,32.0,76.0,72.0,77.0,74.0
B. Risa,23,68,Molde FK,SUB,64.0,62.0,65.0,60.0,64.0,75.0,78.0,58.0,85.0,73.0,52.0,63.0,62.0,50.0,64.0,62.0,69.0,62.0
J. Dos Santos,29,74,Gallos Blancos de Querétaro,SUB,54.0,59.0,65.0,48.0,74.0,74.0,77.0,78.0,75.0,81.0,69.0,34.0,80.0,60.0,20.0,19.0,74.0,39.0
17 S. Malbranque,36,71,Stade Malherbe Caen,SUB,63.0,79.0,72.0,74.0,77.0,38.0,34.0,50.0,34.0,63.0,61.0,65.0,65.0,66.0,61.0,54.0,70.0,
Gerso,30,70,Jeju United FC,LW,56.0,67.0,71.0,53.0,67.0,92.0,92.0,68.0,78.0,36.0,65.0,34.0,70.0,67.0,43.0,39.0,70.0,43.0
S. Alzate,22,70,Brighton & Hove Albion,SUB,65.0,73.0,76.0,67.0,73.0,71.0,69.0,60.0,73.0,68.0,59.0,64.0,65.0,35.0,66.0,61.0,72.0,62.0
A. Ba Loua,24,74,Lech Poznań,RM,74.0,73.0,75.0,65.0,74.0,88.0,88.0,60.0,70.0,39.0,61.0,29.0,62.0,60.0,25.0,20.0,75.0,21.0
Kim Jin Su,29,70,Jeonbuk Hyundai Motors,LB,69.0,66.0,68.0,62.0,62.0,84.0,78.0,46.0,68.0,61.0,52.0,67.0,68.0,55.0,66.0,67.0,70.0,66.0
J. Murillo,25,73,CD Tondela,RW,65.0,65.0,74.0,50.0,74.0,91.0,92.0,73.0,73.0,37.0,67.0,41.0,70.0,66.0,22.0,20.0,74.0,46.0
S. Murray,27,62,Dundalk FC,SUB,62.0,64.0,59.0,62.0,62.0,68.0,63.0,64.0,69.0,67.0,62.0,51.0,60.0,57.0,56.0,53.0,64.0,50.0
M. Millar,24,67,St. Mirren,SUB,60.0,61.0,65.0,51.0,63.0,82.0,84.0,52.0,91.0,73.0,35.0,62.0,65.0,43.0,56.0,55.0,68.0,60.0
Álvaro García,28,75,Rayo Vallecano,LM,72.0,73.0,71.0,71.0,70.0,93.0,92.0,66.0,73.0,32.0,63.0,22.0,73.0,55.0,22.0,29.0,75.0,35.0
A. O'Neill,22,65,Melbourne City FC,CDM,53.0,67.0,63.0,66.0,68.0,73.0,76.0,61.0,77.0,62.0,70.0,62.0,59.0,49.0,58.0,52.0,67.0,59.0
S. Beitashour,34,68,Colorado Rapids,SUB,66.0,68.0,66.0,60.0,67.0,63.0,66.0,64.0,71.0,70.0,51.0,67.0,61.0,37.0,65.0,63.0,68.0,64.0
I. Šunjić,24,70,Birmingham City,LCM,51.0,65.0,61.0,63.0,66.0,73.0,65.0,67.0,87.0,69.0,66.0,68.0,56.0,43.0,73.0,74.0,72.0,68.0
19 F. Schönheim,31,68,1. FC Union Berlin,RES,69.0,65.0,58.0,59.0,63.0,64.0,75.0,73.0,65.0,87.0,54.0,62.0,55.0,57.0,67.0,64.0,67.0,
S. Villa,25,76,Boca Juniors,SUB,64.0,69.0,81.0,56.0,73.0,93.0,94.0,72.0,83.0,60.0,63.0,26.0,77.0,72.0,25.0,26.0,77.0,45.0
Nico González,19,68,FC Barcelona,RES,62.0,67.0,63.0,70.0,73.0,69.0,72.0,60.0,69.0,71.0,59.0,60.0,73.0,51.0,65.0,58.0,70.0,36.0
F. Malbašić,27,71,Cádiz CF,SUB,69.0,66.0,72.0,49.0,71.0,77.0,88.0,72.0,66.0,72.0,68.0,25.0,68.0,65.0,23.0,24.0,72.0,39.0
21 G. Mandjeck,31,69,Waasland-Beveren,SUB,48.0,69.0,64.0,68.0,66.0,57.0,62.0,62.0,70.0,76.0,59.0,70.0,58.0,39.0,67.0,63.0,69.0,68.0
C. Bassett,19,69,Colorado Rapids,RF,55.0,72.0,68.0,67.0,72.0,69.0,63.0,60.0,73.0,63.0,59.0,52.0,68.0,53.0,59.0,57.0,71.0,60.0
D. van Kaam,21,68,FC Groningen,SUB,58.0,68.0,66.0,66.0,69.0,63.0,64.0,64.0,72.0,53.0,55.0,67.0,57.0,60.0,66.0,65.0,69.0,67.0
A. Polo,26,68,Portland Timbers,SUB,60.0,65.0,64.0,61.0,62.0,89.0,90.0,59.0,74.0,58.0,57.0,54.0,61.0,44.0,63.0,61.0,68.0,52.0
H. Palacios,28,73,Elche CF,RM,62.0,70.0,58.0,60.0,61.0,84.0,83.0,52.0,90.0,78.0,25.0,70.0,54.0,39.0,68.0,70.0,73.0,69.0
Luis Henrique,19,74,Olympique de Marseille,SUB,76.0,74.0,78.0,63.0,73.0,86.0,83.0,76.0,72.0,77.0,68.0,24.0,69.0,63.0,34.0,31.0,75.0,40.0
H. Pickering,22,69,Blackburn Rovers,LB,68.0,63.0,64.0,60.0,63.0,75.0,73.0,61.0,82.0,67.0,57.0,65.0,61.0,47.0,64.0,63.0,69.0,66.0
D. Jones,36,64,Wrexham AFC,SUB,69.0,67.0,62.0,68.0,65.0,48.0,44.0,61.0,52.0,66.0,64.0,63.0,62.0,58.0,65.0,63.0,65.0,70.0
M. Mehlem,23,70,SV Darmstadt 98,SUB,61.0,70.0,75.0,62.0,73.0,77.0,73.0,60.0,81.0,49.0,58.0,47.0,65.0,52.0,57.0,49.0,72.0,47.0
M. Özil,32,79,Fenerbahçe SK,RF,81.0,88.0,79.0,81.0,82.0,66.0,59.0,70.0,50.0,50.0,64.0,24.0,80.0,67.0,16.0,19.0,79.0,24.0
N. Besara,30,69,Örebro SK,LS,66.0,71.0,69.0,63.0,70.0,67.0,71.0,75.0,75.0,67.0,71.0,44.0,71.0,62.0,40.0,35.0,69.0,30.0
N. Chilvers,20,63,Colchester United,SUB,57.0,64.0,65.0,63.0,64.0,72.0,76.0,68.0,80.0,62.0,60.0,58.0,60.0,55.0,59.0,54.0,66.0,53.0
D. Blum,30,71,VfL Bochum 1848,SUB,68.0,67.0,74.0,61.0,72.0,81.0,79.0,75.0,64.0,73.0,73.0,28.0,70.0,67.0,34.0,23.0,71.0,31.0
L. Manyama,30,71,Kaizer Chiefs,RM,61.0,68.0,70.0,66.0,72.0,75.0,71.0,78.0,69.0,63.0,70.0,16.0,75.0,75.0,33.0,29.0,73.0,49.0
M. El Hankouri,24,70,FC Groningen,RB,66.0,64.0,78.0,60.0,77.0,78.0,75.0,71.0,69.0,55.0,72.0,40.0,57.0,64.0,42.0,35.0,71.0,46.0
20 B. Höwedes,31,79,FC Lokomotiv Moscow,RCB,56.0,69.0,62.0,66.0,65.0,52.0,52.0,57.0,60.0,78.0,31.0,79.0,51.0,56.0,80.0,78.0,79.0,78.0
T. Martínez,26,69,Defensa y Justicia,SUB,63.0,75.0,71.0,61.0,71.0,73.0,67.0,67.0,59.0,41.0,71.0,39.0,67.0,57.0,55.0,41.0,71.0,37.0
R. Pietrzak,29,66,Lechia Gdańsk,SUB,66.0,59.0,66.0,52.0,63.0,66.0,70.0,64.0,75.0,66.0,59.0,66.0,63.0,47.0,66.0,62.0,66.0,61.0
G. Friend,33,69,Birmingham City,SUB,64.0,64.0,67.0,60.0,67.0,54.0,55.0,64.0,71.0,76.0,57.0,70.0,65.0,49.0,71.0,71.0,69.0,71.0
E. Castillo,34,65,FC Cincinnati,SUB,62.0,59.0,63.0,56.0,63.0,73.0,71.0,69.0,66.0,61.0,58.0,61.0,60.0,59.0,62.0,62.0,65.0,61.0
M. Nelom,30,65,Willem II,SUB,65.0,62.0,65.0,64.0,65.0,73.0,67.0,69.0,64.0,58.0,62.0,61.0,53.0,55.0,60.0,60.0,65.0,61.0
21 N. Karelis,28,68,ADO Den Haag,SUB,64.0,65.0,69.0,53.0,69.0,74.0,72.0,73.0,55.0,71.0,68.0,27.0,71.0,67.0,31.0,34.0,68.0,37.0
H. Massengo,19,68,Bristol City,LCM,55.0,72.0,70.0,70.0,68.0,72.0,70.0,58.0,70.0,61.0,52.0,70.0,57.0,51.0,66.0,65.0,69.0,64.0
B. Paulsen,29,69,Hammarby IF,CB,57.0,61.0,53.0,58.0,61.0,59.0,54.0,59.0,74.0,86.0,62.0,60.0,63.0,58.0,70.0,64.0,69.0,68.0
20 A. Dyer,29,65,IF Elfsborg,SUB,56.0,63.0,58.0,59.0,63.0,69.0,71.0,54.0,91.0,63.0,61.0,60.0,69.0,48.0,57.0,55.0,64.0,57.0
E. Peretz,24,67,RZ Pellets Wolfsberger AC,RCM,60.0,72.0,66.0,70.0,68.0,68.0,72.0,66.0,69.0,75.0,68.0,58.0,62.0,67.0,48.0,46.0,69.0,48.0
Jesús Jiménez,27,69,Górnik Zabrze,RS,62.0,69.0,73.0,60.0,70.0,81.0,80.0,66.0,80.0,75.0,61.0,32.0,71.0,69.0,34.0,33.0,71.0,38.0
18 O. Assaidi,28,75,FC Twente,LW,67.0,69.0,84.0,63.0,79.0,83.0,82.0,74.0,70.0,47.0,76.0,30.0,66.0,64.0,39.0,25.0,75.0,
19 T. Ayasse,31,68,Stade Brestois 29,SUB,59.0,66.0,48.0,60.0,62.0,55.0,50.0,63.0,83.0,74.0,66.0,70.0,60.0,54.0,62.0,60.0,67.0,
20 Alex Bergantiños,34,71,Deportivo de La Coruña,SUB,49.0,65.0,58.0,62.0,65.0,49.0,39.0,60.0,86.0,77.0,51.0,74.0,54.0,58.0,70.0,66.0,71.0,75.0
L. Lapoussin,25,67,Royale Union Saint-Gilloise,LM,65.0,68.0,67.0,66.0,68.0,69.0,71.0,63.0,65.0,59.0,58.0,58.0,65.0,50.0,63.0,61.0,68.0,60.0
D. Gnaase,24,66,1. FC Saarbrücken,SUB,55.0,65.0,62.0,66.0,66.0,82.0,75.0,64.0,83.0,71.0,59.0,60.0,53.0,45.0,62.0,63.0,67.0,59.0
B. Manuel,24,70,Royal Antwerp FC,SUB,68.0,68.0,76.0,61.0,74.0,83.0,75.0,67.0,56.0,60.0,70.0,39.0,64.0,57.0,34.0,35.0,71.0,29.0
P. Clement,25,66,PEC Zwolle,RES,63.0,71.0,66.0,67.0,68.0,68.0,59.0,61.0,72.0,54.0,61.0,59.0,58.0,57.0,56.0,53.0,68.0,58.0
R. Loaiza,27,73,Defensa y Justicia,SUB,58.0,77.0,65.0,67.0,68.0,63.0,55.0,67.0,80.0,73.0,52.0,70.0,59.0,37.0,71.0,68.0,73.0,72.0
B. Perlaza,29,72,Atlético Nacional,LM,51.0,66.0,62.0,62.0,58.0,55.0,60.0,66.0,90.0,89.0,44.0,74.0,66.0,48.0,72.0,63.0,73.0,75.0
20 M. Angeleri,36,71,Argentinos Juniors,SUB,70.0,70.0,53.0,68.0,60.0,61.0,55.0,70.0,65.0,78.0,43.0,76.0,42.0,58.0,75.0,73.0,75.0,75.0
A. Diop,29,65,Kristiansund BK,RCM,54.0,65.0,65.0,61.0,66.0,70.0,71.0,67.0,79.0,71.0,64.0,68.0,59.0,56.0,65.0,61.0,66.0,61.0
19 B. Evans,33,64,Sporting Kansas City,SUB,57.0,64.0,62.0,63.0,66.0,59.0,59.0,73.0,59.0,66.0,61.0,63.0,61.0,59.0,61.0,61.0,63.0,
Charles,25,64,FC Midtjylland,SUB,55.0,69.0,64.0,66.0,67.0,74.0,77.0,66.0,66.0,65.0,60.0,60.0,67.0,50.0,65.0,58.0,66.0,58.0
16 L. Jacobsen,35,71,En Avant de Guingamp,LB,72.0,70.0,60.0,68.0,73.0,50.0,59.0,70.0,53.0,70.0,42.0,78.0,60.0,63.0,77.0,75.0,73.0,
21 J. Iturbe,27,72,Club Universidad Nacional,SUB,65.0,68.0,75.0,57.0,74.0,89.0,90.0,72.0,66.0,37.0,67.0,21.0,68.0,60.0,30.0,26.0,72.0,31.0
F. Vera,21,69,Argentinos Juniors,SUB,58.0,76.0,67.0,73.0,71.0,72.0,61.0,66.0,73.0,62.0,54.0,58.0,58.0,58.0,63.0,61.0,71.0,66.0
M. Kennedy,26,67,Aberdeen,SUB,66.0,60.0,68.0,53.0,67.0,90.0,83.0,63.0,81.0,60.0,50.0,47.0,53.0,63.0,55.0,54.0,67.0,48.0
J. Brown,23,67,Stoke City,RS,65.0,63.0,68.0,55.0,67.0,77.0,75.0,65.0,82.0,69.0,63.0,44.0,67.0,58.0,49.0,41.0,70.0,37.0
F. Boulaya,28,76,FC Metz,SUB,76.0,75.0,83.0,70.0,80.0,73.0,72.0,75.0,65.0,50.0,68.0,29.0,75.0,56.0,22.0,28.0,76.0,21.0
C. Medina,19,70,Boca Juniors,RCM,55.0,72.0,71.0,69.0,72.0,70.0,69.0,57.0,76.0,60.0,59.0,59.0,68.0,54.0,65.0,62.0,72.0,55.0
I. Rossi,27,72,Clube Sport Marítimo,LCM,55.0,72.0,65.0,67.0,67.0,69.0,69.0,61.0,69.0,57.0,63.0,73.0,59.0,43.0,75.0,77.0,72.0,66.0
G. Berterame,22,74,Club Atlético de San Luis,LS,75.0,71.0,75.0,40.0,72.0,80.0,74.0,59.0,77.0,74.0,61.0,26.0,81.0,65.0,19.0,20.0,76.0,44.0
Alberto Soro,22,71,Granada CF,SUB,64.0,72.0,70.0,73.0,72.0,82.0,77.0,65.0,68.0,61.0,61.0,32.0,66.0,53.0,47.0,56.0,72.0,44.0
B. Garuccio,26,66,Western United FC,LB,65.0,62.0,65.0,61.0,64.0,75.0,75.0,62.0,70.0,65.0,52.0,62.0,65.0,49.0,63.0,60.0,66.0,61.0
F. Rieder,25,67,SK Austria Klagenfurt,LM,65.0,66.0,67.0,62.0,65.0,71.0,75.0,61.0,85.0,56.0,53.0,58.0,60.0,35.0,65.0,59.0,67.0,56.0
21 S. Aigner,32,67,SV Wehen Wiesbaden,RES,68.0,69.0,68.0,60.0,67.0,70.0,70.0,67.0,62.0,61.0,62.0,54.0,65.0,61.0,37.0,36.0,67.0,39.0
F. Chalov,23,74,PFC CSKA Moscow,RM,63.0,74.0,74.0,60.0,76.0,76.0,75.0,72.0,76.0,67.0,68.0,44.0,77.0,71.0,26.0,23.0,76.0,23.0
18 Aurtenetxe,25,66,Dundee FC,SUB,70.0,65.0,58.0,55.0,61.0,67.0,68.0,58.0,72.0,73.0,48.0,62.0,58.0,45.0,65.0,66.0,66.0,
Pablo,30,77,FC Lokomotiv Moscow,LCB,30.0,65.0,58.0,67.0,62.0,40.0,62.0,68.0,68.0,83.0,43.0,79.0,40.0,57.0,79.0,75.0,77.0,78.0
L. Grimi,36,66,Club Atlético Huracán,LB,72.0,63.0,63.0,60.0,65.0,53.0,51.0,70.0,62.0,70.0,70.0,66.0,61.0,56.0,67.0,65.0,67.0,68.0
Eric García,20,77,FC Barcelona,RCB,46.0,79.0,62.0,72.0,72.0,60.0,69.0,51.0,68.0,73.0,44.0,80.0,42.0,44.0,78.0,77.0,79.0,79.0
E. Cerutti,29,70,San Lorenzo de Almagro,RW,63.0,66.0,73.0,63.0,68.0,85.0,82.0,71.0,70.0,59.0,68.0,34.0,67.0,68.0,17.0,18.0,70.0,56.0
L. Leahy,28,65,Shrewsbury Town,LWB,65.0,60.0,59.0,61.0,60.0,70.0,71.0,62.0,83.0,62.0,56.0,57.0,59.0,57.0,60.0,58.0,65.0,55.0
C. Nyman,28,70,IFK Norrköping,ST,51.0,65.0,66.0,45.0,64.0,80.0,83.0,69.0,82.0,80.0,64.0,36.0,71.0,72.0,25.0,20.0,70.0,33.0
J. Okumu,24,71,KAA Gent,LCB,58.0,71.0,54.0,70.0,68.0,70.0,72.0,47.0,75.0,80.0,47.0,70.0,46.0,45.0,69.0,65.0,73.0,71.0
De la Bella,35,67,FC Cartagena,SUB,65.0,63.0,64.0,64.0,66.0,60.0,67.0,63.0,69.0,72.0,68.0,70.0,61.0,49.0,62.0,63.0,67.0,64.0
Rafael Ramos,26,70,Santa Clara,RB,62.0,66.0,68.0,55.0,65.0,75.0,76.0,60.0,81.0,75.0,44.0,68.0,67.0,48.0,66.0,65.0,70.0,68.0
Bruno Lamas,27,71,Daegu FC,CAM,63.0,73.0,74.0,70.0,76.0,66.0,70.0,73.0,73.0,58.0,68.0,43.0,70.0,64.0,55.0,48.0,72.0,39.0
H. Al Shamrani,24,65,Al Ittihad,SUB,62.0,58.0,64.0,49.0,62.0,88.0,83.0,60.0,71.0,73.0,57.0,57.0,61.0,52.0,59.0,60.0,65.0,52.0
K. Rendón,28,62,Deportivo Pasto,LCM,63.0,67.0,65.0,59.0,63.0,73.0,74.0,68.0,71.0,68.0,54.0,59.0,63.0,64.0,58.0,59.0,65.0,42.0
V. Dávila,23,70,Club León,SUB,45.0,75.0,75.0,65.0,74.0,71.0,70.0,71.0,67.0,65.0,67.0,25.0,69.0,61.0,31.0,34.0,74.0,28.0
19 S. Medojević,27,71,SV Darmstadt 98,SUB,58.0,67.0,61.0,69.0,69.0,65.0,65.0,65.0,68.0,75.0,47.0,70.0,56.0,50.0,74.0,69.0,72.0,
15 J. Chávez,28,66,,SUB,63.0,71.0,57.0,71.0,71.0,63.0,69.0,72.0,86.0,63.0,47.0,66.0,57.0,54.0,56.0,54.0,67.0,
M. Honsak,24,70,SV Darmstadt 98,SUB,67.0,64.0,68.0,53.0,71.0,81.0,90.0,71.0,74.0,74.0,59.0,54.0,70.0,39.0,58.0,51.0,71.0,38.0
G. Abrego,21,68,Godoy Cruz,RDM,49.0,73.0,67.0,72.0,72.0,63.0,66.0,65.0,74.0,75.0,50.0,59.0,55.0,47.0,58.0,59.0,70.0,60.0
L. Gerson,31,65,SK Brann,RES,70.0,68.0,58.0,65.0,60.0,53.0,48.0,72.0,73.0,72.0,54.0,63.0,55.0,65.0,66.0,64.0,65.0,64.0
